size,text
3,這是台灣
3,這本書
3,這步
3,進步
3,進行
3,遊台灣
3,過的
3,過程當中
3,過重
3,邁向公平社會
3,還是有許多人對於
3,郝教授
3,都在
3,都有
3,重大
3,重建了我們的經濟
3,重建的工作
3,重新
3,鐵道
3,長達
3,關鍵
3,防疫
3,陳美彤
3,陳長文
3,雨量
3,電子
3,非常大
3,非常特
3,非常高
3,面也重建了我們的
3,預測
3,領域
3,類的
3,首先
3,高房價非常地抱怨
3,高空
3,高職
3,高齡
3,魏辰洋
3,麵包的
3,齊柏林
2,Christensen
2,ECFA
2,一下有
2,一位來自
2,一個人
2,一個健康的台北城
2,一個國家的
2,一個多月前
2,一個很有趣的題目
2,一個新的
2,一個網
2,一個重
2,一個項目已經朝這
2,一共
2,一家
2,一條
2,一棵
2,一步的
2,一直到
2,一起來談
2,一起來關心
2,上我們節目
2,上星期我在黃金十
2,上有非常亮麗的表
2,下一步
2,下了
2,下水
2,不分
2,不可否認
2,不容
2,不是司法
2,不管
2,不能
2,不論是
2,不過
2,世大運的
2,世界大
2,世界衛生組織
2,世界要吃到
2,世紀的
2,並且
2,中二年級
2,中國大陸的
2,中央大學太空科學
2,中華台北
2,中邀請
2,主人翁
2,主管
2,主要是
2,主要的
2,主角
2,主辦權
2,乃至於全
2,也一樣
2,也不
2,也希望
2,也是一
2,也是中央大學
2,也有一
2,也要
2,了一個
2,了以
2,了兩位
2,了很多
2,事件的
2,事情
2,事是
2,亞塞拜然
2,交通
2,享如何打造一個健
2,人來
2,人士
2,人把
2,人民生活上要追上
2,人跟
2,什麼呢
2,什麼問題
2,什麼樣的影響
2,今天來到
2,今天在我
2,今天很
2,今天我們特別請到
2,今天我們要談的題
2,今天我特別邀請到
2,今天我要跟各位探
2,今天治國週記邀
2,今天特別邀請到
2,今天的治國週記
2,今天要談的
2,今天要跟各位談的
2,今天要跟大家談
2,今天非常高興
2,介紹一下
2,他來
2,他寫
2,他對
2,他是一位
2,他每一
2,他的創
2,他的夢想
2,他結
2,代的
2,代表
2,以及對
2,以夢想堅持建築
2,以後
2,以閱讀
2,以非常
2,件事
2,件工
2,任的
2,休耕的
2,位就是
2,位很特
2,位談一
2,位非常特
2,何打造一個健康的
2,作的
2,使用
2,來一位
2,來分享一下
2,來分享他們
2,來分享如何打造一
2,來到台北
2,來和我們
2,來我們
2,來探討
2,來的影
2,來看看
2,來臺旅
2,來與大家分享
2,來製
2,來談這個題目
2,來跟我們分享
2,來過
2,促進就業
2,保護
2,保障人
2,個世
2,個人的
2,個名
2,個夜市
2,個小
2,個方向
2,個月的
2,個觀
2,個過程當中
2,個重要
2,個項目已經朝這步
2,們來分享
2,們大
2,們是
2,們能夠
2,偉恩
2,做到
2,做的
2,偵察
2,傳承
2,傳統藝術
2,儲備綠色競爭力
2,先生來
2,先生與
2,兒所整合成幼兒園
2,內容
2,全民減碳救台灣
2,全民的慶典
2,全球市場放膽爭
2,八田與一先生
2,公共
2,公務員
2,其他機器
2,其實我
2,典範
2,再生
2,再過
2,冒險
2,冠軍
2,出來的
2,出去
2,出國家未來十年中
2,出現了許多
2,分享一下他在
2,分享他們的經驗
2,分享他的
2,分享如何打造一個
2,刑事
2,刮目相看
2,到下
2,到今天
2,到來
2,到十
2,到年
2,到底
2,到我們節目
2,到民
2,到的是
2,到達
2,到雲南與西藏
2,前競選時
2,副教授
2,副總統
2,創意發
2,創造
2,加了
2,努力不
2,化大
2,區域
2,十多
2,十年來
2,十年國家願景記者
2,十年的
2,千人
2,半年
2,博覽會
2,厚植
2,去玩
2,參加我們
2,友的
2,反霸凌
2,受到很
2,受災
2,口水
2,另一
2,另外一位
2,只有
2,可能
2,台中
2,台北國際
2,台北縣
2,台北轉運讚
2,台南
2,台灣企業紮根深
2,台灣公衛創奇蹟
2,台灣再向前
2,台灣可以很可愛
2,台灣地區的老人就
2,台灣外來
2,台灣好味道
2,台灣成
2,台灣的成長之路
2,台灣石斑
2,台灣美食
2,台灣芒果香
2,台灣黑熊
2,台達電子
2,司法獨
2,各位探討的題目是
2,各位看
2,各國
2,同業公會
2,名字
2,吳季剛
2,周縣長
2,和大家
2,和平
2,哈佛大學的
2,商機
2,喜歡
2,嚴沛瀅
2,嚴重
2,四肢發達
2,回來
2,回升
2,因為他們
2,因為他是
2,因為它可以說是最
2,國家建
2,國家願景記者會上
2,國民健康
2,國週記特別邀請了
2,國週記與大家見面
2,國際人權
2,園與托兒所整合成
2,團長
2,在上個月
2,在世界
2,在中
2,在亞
2,在人民生活上要追
2,在今年
2,在去年
2,在國際上
2,在我們的
2,在旅
2,在是
2,在治國週記與大家
2,在當地
2,在這一
2,在這個地方
2,在這個月
2,在這個領域
2,在這次
2,在高雄
2,在黃金十年國家願
2,地來
2,地告訴我
2,地旅
2,地檢
2,地的
2,垃圾袋
2,執行長
2,基礎建設
2,壯遊
2,外籍配偶
2,多個
2,多天
2,多幅
2,多年來
2,夜市的
2,大型
2,大學太空科學研究
2,大學學
2,大家分享他
2,大家有沒有覺得
2,大家談一個很有趣
2,大家都在
2,大概
2,大的衝擊
2,大腦更
2,天我們特別邀請到
2,天我們要談的題目
2,天我要跟各位探討
2,天氣
2,央大學太空科學研
2,失去
2,失業率
2,她來
2,她在
2,她從
2,她的
2,好的
2,如何打造一個健康
2,媒體報導
2,媒體的
2,季協理
2,學務長
2,學太空科學研究所
2,學院的
2,安全
2,安心
2,安藤先生
2,完成了
2,官妳好
2,定要
2,家園
2,家與
2,家談一個很有趣的
2,將來
2,將近
2,專業不讓鬚眉
2,專責
2,對一個國家
2,對司法
2,對國
2,對我
2,對華人
2,對談
2,導演
2,導遊
2,小西園
2,就在我
2,就是國
2,就是如
2,就是我們
2,就有
2,就請
2,居然
2,屏東
2,展現了
2,展現台灣
2,展開
2,工具機業者
2,已經在
2,已經有
2,市民運動中心的
2,市遊
2,希望大家一起
2,常不
2,常常
2,常用
2,幫助
2,平價優質又放心
2,平地
2,平均
2,年來台灣
2,年來臺
2,年前就
2,年前我們
2,年前的
2,年國家願景記者會
2,年基金會
2,年多
2,年沒有調整
2,年級的
2,年輕朋友
2,年這個時候
2,幼托整合更進步
2,幼稚園與托兒所整
2,幾十年
2,建國百年
2,建會
2,建築大師
2,建設的
2,引發
2,引起
2,弱勢朋友
2,影響力
2,很多人
2,很大的
2,很特別的
2,很特殊的
2,很重要的
2,很高興在治國週記
2,後站商圈
2,徐欣忠
2,從一個
2,從小
2,從日本
2,從這些
2,微型創業再出發
2,心的學
2,必須
2,快樂
2,怎麼樣讓
2,恐慌
2,想到
2,愈來愈多
2,感動又
2,感受生活
2,慢活旅遊心自在
2,成就不
2,成效
2,成的
2,我一
2,我今天要跟
2,我個人
2,我們一起來
2,我們今天的
2,我們來談
2,我們台灣
2,我們在兩年前
2,我們對
2,我們推動
2,我們治國週記的
2,我們現在台灣
2,我們的大
2,我們網
2,我們與日本
2,我們要談的題目是
2,我們談
2,我們這次
2,我們過去
2,我們都知道
2,我在黃金十年國家
2,我就
2,我很高興
2,我從
2,我想請
2,我是朱
2,我是李
2,我是蕭萬長
2,我是郝
2,我特別請
2,我特別邀請了
2,我現在
2,我看到
2,我聽
2,我背後
2,我要向大家報告
2,我要跟各位探討的
2,戴昆財
2,戴老闆
2,所以今天我
2,所以我今天特別
2,所以我們
2,所謂
2,手起家
2,打造一個健康的台
2,托兒所整合成幼兒
2,找他
2,找來
2,找回
2,技藝
2,技術
2,把我
2,投入
2,拿到
2,掌握
2,接下來
2,推廣
2,提出國家未來十年
2,收到
2,改善
2,政府民眾齊防疫
2,政府的
2,政策的
2,效益
2,教官
2,敬佩
2,敬業無分性別
2,整治
2,數都
2,文教
2,新北市
2,新流感
2,新高
2,斷交後
2,方式
2,方法
2,方面希望能夠
2,方面都
2,施行
2,日我
2,明天就是
2,星期我在黃金十年
2,是一個非常
2,是一年一度的
2,是一種
2,是也
2,是兩
2,是台北市
2,是名
2,是哈佛大學
2,是因為他
2,是國人
2,是在這
2,是大家
2,是專
2,是對
2,是希望
2,是很
2,是得
2,是怎
2,是新
2,是未來
2,是筆
2,是臺
2,是過去
2,是防
2,是非常
2,是黑
2,時我
2,景氣
2,暑假
2,更便宜
2,更多的
2,更好
2,更快
2,更為
2,更重要的
2,曾經
2,最出名的
2,最多的
2,最大的不同
2,最近一段時間
2,最近幾
2,最近看
2,會影響他
2,會會長
2,會跟
2,月份
2,月底
2,有一個項目已經朝
2,有人
2,有兩位
2,有幾
2,有很多
2,有的
2,有關的
2,有非常亮麗的表現
2,服裝
2,期我在黃金十年國
2,期間
2,未來的
2,本身
2,朱玉絢
2,朱綺婷
2,李宛凌
2,李檢察官
2,李維倫
2,林天佑
2,果在
2,核電廠
2,根據
2,案件
2,梁幼祥
2,植樹
2,楊淳婷
2,楊醫師
2,構思
2,樂遊臺灣
2,樣來
2,樣透過
2,機關
2,橫越太平洋
2,權的
2,次世
2,次的
2,歐洲
2,歡迎
2,正式
2,步走
2,歲的生日
2,殺傷力
2,每一年
2,毒品
2,民國建國一百年的
2,民怨
2,民生活上要追上或
2,氣候變
2,永久
2,永續台北向前走
2,求同存異創雙贏
2,污染
2,汽車零件
2,治國週記特別邀請
2,治國週記與大家見
2,治國週記邀請
2,治理
2,法務部
2,津貼
2,活上要追上或超過
2,活力
2,活化
2,流浪
2,浴火鳳凰單親媽
2,海外生活
2,海水
2,海邊
2,涉及到
2,深刻的印象
2,添加
2,減碳達人
2,游泳
2,準備
2,溺水
2,漂亮
2,澳洲打工
2,濟合作暨發展組織
2,灣新實力
2,灣脫胎換骨
2,灣軟實力
2,災害中
2,為一
2,為在
2,為大家
2,為我們
2,為臺灣
2,無論是
2,然後
2,照顧
2,營造
2,物理
2,特別來
2,特別是
2,特別的來賓
2,特別請了
2,特別請到兩位
2,特別邀請一位
2,特別邀請了在
2,特別邀請作者
2,特別邀請到兩位
2,犯罪
2,獎的
2,獲得
2,玉井
2,玉欣
2,王師傅
2,王福林
2,現在已經
2,理的
2,環保署
2,甚至於
2,甚至是
2,生在
2,生大
2,生態
2,生活上要追上或超
2,生活四省淘綠金
2,產業的
2,產業結構的轉型
2,產的
2,用什麼方
2,用建築傳達理想
2,用愛
2,用的
2,由當時
2,發明
2,百工
2,的一位
2,的一部
2,的世界
2,的中
2,的來源
2,的元
2,的兩位
2,的公務
2,的創新
2,的名
2,的周淑婉
2,的國家
2,的國際
2,的地方
2,的夢想是要
2,的大學
2,的專業是
2,的導
2,的就
2,的幾
2,的建
2,的強
2,的徐
2,的情況
2,的想法
2,的感情
2,的成果
2,的損失
2,的政策
2,的故事
2,的新鮮人
2,的期待與祝
2,的李
2,的概念
2,的標
2,的民
2,的法
2,的活
2,的王
2,的產
2,的目標
2,的研究
2,的祝福
2,的第一名
2,的老闆娘
2,的自
2,的角
2,的記
2,的議
2,的賽事
2,的趨勢
2,的農村
2,的這
2,的過程
2,的里程碑
2,的長
2,的雙
2,的雨量
2,目已經朝這步邁出
2,相當
2,看到這種現象
2,看法
2,瞭解一
2,研究所的
2,破壞性創新
2,硬體的
2,碰到一
2,礫間
2,祝大家新
2,秋颱
2,科學工業園區
2,稀有
2,稚園與托兒所整合
2,積極
2,突破
2,立一個
2,站的
2,第一位是
2,第一個
2,第一就是
2,第一次
2,第一步
2,第三
2,第二位
2,管理學
2,簡單
2,簽訂
2,簽證
2,紀元
2,紅十字總會
2,結合起來
2,經濟合作暨發展組
2,綠色科技
2,維持
2,緊張
2,總統您好
2,總經理
2,義的
2,老樹
2,而我們今天邀請的
2,聯合國
2,職的
2,聽到
2,聽奧
2,肯定
2,背後的
2,背景
2,能夠把
2,能夠讓
2,能忘
2,腐敗
2,臺北市
2,臺日投資協議
2,臺灣在
2,臺灣的外
2,與中
2,與托兒所整合成幼
2,與日本的
2,與日本簽署
2,興在治國週記與大
2,舉行
2,舉辦
2,花蓮
2,荔枝麵包的
2,莫拉克颱
2,著名
2,蕭青陽
2,藉這個機會
2,蘇老師
2,處長
2,術的
2,街友
2,表演
2,被稱為
2,補助
2,裝設計師
2,製作
2,製造
2,西區商圈賺
2,要介紹一位
2,要來談
2,要加速
2,要如何
2,要怎麼樣
2,要探討
2,要的理
2,要談什麼
2,要談的主題是
2,要談的是
2,要跟各位探討的題
2,要跟各位討論的
2,要跟大家談的
2,要重新建立
2,規劃
2,規模
2,觀光客
2,觀光局
2,觀光產業
2,觀光的
2,觀察員
2,觀景
2,詐騙電話
2,話說
2,說一
2,談一個很有趣的題
2,談一談
2,談台灣的觀光
2,談談他們的
2,請他們來
2,請他們兩位談
2,請來一
2,論是從
2,謝旺霖
2,議的
2,變得
2,變遷
2,讓台灣的
2,讓大家在
2,讓我們
2,財產
2,貼紙
2,購物
2,趨勢預測
2,跟他
2,跟各位探討的題目
2,跟大家談談
2,跟我們來
2,跟我們分享他
2,身分
2,輔仁大學
2,辦公
2,農會
2,近年來
2,近的
2,返鄉
2,送暖
2,這一天
2,這一年
2,這三個
2,這位是
2,這個政策
2,這個月初
2,這個過程
2,這兩位
2,這幅畫
2,這幾年
2,這方面的
2,這是一個
2,這樣的
2,這裡
2,這部
2,這麼多
2,通過
2,造一個健康的台北
2,週年了
2,週年的
2,遊的
2,運動會
2,運動的人
2,運動能夠
2,運會
2,過一
2,過兩
2,過去的經驗
2,過去長期
2,過年
2,遭逢
2,邀請來
2,邀請到一位
2,還要
2,邊的
2,那個
2,郝市長
2,郝玲妮
2,都是年輕人
2,都會
2,都有非常
2,鄉的
2,醫療衛生
2,重大的
2,重建一週年
2,重的
2,重要的一個
2,金十年國家願景記
2,金牌
2,金鋒
2,鐵路
2,鐵道文化
2,長你好
2,長來
2,長的
2,長達半
2,長遠
2,門票
2,開始實施
2,開心
2,開放
2,關係
2,關切
2,關懷
2,關鍵性
2,降到
2,陳會長
2,陸客遊台灣
2,隊的
2,隊長
2,階段
2,集團
2,雙手
2,電腦
2,需要
2,青木
2,非常堅
2,非常有
2,非常特殊的
2,非常重要的
2,面對
2,面積
2,項目已經朝這步邁
2,頭腦
2,餐廳
2,首先我
2,體育
2,體驗
2,高空攝影
2,高等教
2,高興在治國週記與
2,高興有這個機會
2,高興能夠
2,高雄地
2,高雄縣
2,高齡社會
2,麼會有
2,黃主任
2,黃彥男
2,黃明和
2,黃澄清
2,黃美秀
2,黃金十年國家願景
2,黑熊的
2,黑蝙蝠中隊
2,龎總監